stage	type	level	num
8cell	up	1.0	2
8cell	down	0.5	1
8cell	down	0.5	1
8cell	down	0.83	1
8cell	down	0.9	1
8cell	up	0.5	1
8cell	down	0.75	2
8cell	up	0.966	5
8cell	down	1.0	1
8cell	down	1.0	2
8cell	up	1.0	1
8cell	down	0.66	2
8cell	up	0.39	1
8cell	up	1.0	1
8cell	down	1.0	1
8cell	down	0.5	1
8cell	up	1.0	1
8cell	down	0.83	1
8cell	up	0.5	1
8cell	down	0.67	1
8cell	up	0.33	1
8cell	down	0.505	2
8cell	down	0.67	1
8cell	up	0.6	1
8cell	up	1.0	1
8cell	up	0.5	1
8cell	down	0.75	1
8cell	up	0.9	2
8cell	up	0.943333333333	3
8cell	up	0.77	1
8cell	down	0.78	3
8cell	up	1.0	2
8cell	down	1.0	1
8cell	up	0.5	1
8cell	up	0.645	2
8cell	up	1.0	1
8cell	down	1.0	1
8cell	down	0.86	1
8cell	down	1.0	1
8cell	up	1.0	1
8cell	down	1.0	2
8cell	up	0.5	1
8cell	down	0.44	1
8cell	up	1.0	1
8cell	down	0.835	2
8cell	down	0.39	3
8cell	up	0.5	1
8cell	up	0.75	1
8cell	up	1.0	1
8cell	up	0.83	1
8cell	up	0.75	1
8cell	down	1.0	1
8cell	down	0.69	2
8cell	down	1.0	1
8cell	down	0.51	1
8cell	up	1.0	1
8cell	up	1.0	1
8cell	down	0.625	2
8cell	down	0.5	1
8cell	up	0.545	2
8cell	up	0.4	1
8cell	up	0.33	1
8cell	down	0.4	1
8cell	up	0.83	1
8cell	up	0.83	1
8cell	up	0.39	1
8cell	down	0.27	1
8cell	down	0.645	2
8cell	up	0.29	1
8cell	up	0.83	1
8cell	up	0.5	2
8cell	down	1.0	1
8cell	down	1.0	1
8cell	down	0.67	1
8cell	down	0.5	1
8cell	down	0.27	1
8cell	up	0.75	1
8cell	down	1.0	1
8cell	down	0.64	1
8cell	down	0.27	1
8cell	up	0.67	1
8cell	up	0.75	2
8cell	down	0.75	1
8cell	down	1.0	1
8cell	up	1.0	1
8cell	down	0.37	1
8cell	up	0.825	8
8cell	up	0.87	1
8cell	down	0.67	1
8cell	down	1.0	1
8cell	down	0.9275	4
8cell	up	0.5	1
8cell	down	0.835	2
8cell	up	1.0	2
8cell	down	0.35	1
8cell	down	0.68	1
8cell	up	0.67	1
8cell	up	0.796666666667	3
8cell	down	0.707777777778	9
8cell	up	0.9175	4
8cell	up	0.58	1
8cell	up	0.78	1
8cell	up	1.0	1
8cell	down	0.77	1
8cell	down	1.0	1
8cell	up	0.5	1
8cell	down	0.445	2
8cell	down	1.0	1
8cell	up	0.835	2
8cell	up	0.585	2
8cell	down	0.58	1
8cell	up	0.915	2
8cell	down	0.16	1
8cell	down	1.0	1
8cell	down	1.0	1
8cell	down	1.0	1
8cell	down	0.285	2
8cell	up	0.7875	4
8cell	up	0.36	1
8cell	up	1.0	1
8cell	down	0.39	1
8cell	up	0.86	2
8cell	up	0.75	1
8cell	up	1.0	2
8cell	down	0.5	1
8cell	up	1.0	1
8cell	down	0.32	1
8cell	up	0.5	1
8cell	up	0.64	1
8cell	down	0.49	2
8cell	down	0.856666666667	3
8cell	up	0.773333333333	3
8cell	down	0.66	1
8cell	up	0.58	1
8cell	down	0.33	1
8cell	down	0.89	1
8cell	down	0.5	1
8cell	up	0.583333333333	3
8cell	down	0.87	1
8cell	down	1.0	1
8cell	down	0.615	4
8cell	down	0.5	1
8cell	down	0.62	1
8cell	down	0.79	1
8cell	down	0.835	2
8cell	down	0.713333333333	3
8cell	down	0.5	1
8cell	down	1.0	1
8cell	down	0.42	1
8cell	down	0.58	1
8cell	down	0.83	1
8cell	up	0.45	1
8cell	down	0.65	5
8cell	down	0.58	1
8cell	up	0.87	3
8cell	up	0.67	1
8cell	down	0.525	2
8cell	down	1.0	2
8cell	up	0.67	1
8cell	down	1.0	1
8cell	down	0.78	3
8cell	down	0.58	1
8cell	up	0.67	1
8cell	down	1.0	1
8cell	down	0.75	3
8cell	up	0.83	1
8cell	up	0.83	2
8cell	down	0.636666666667	3
8cell	up	0.75	1
8cell	up	1.0	1
8cell	down	0.37	1
8cell	down	0.67	3
8cell	down	1.0	1
8cell	down	0.09	1
8cell	up	0.7	1
8cell	down	0.75	1
8cell	up	0.66	2
8cell	up	0.31	2
8cell	up	0.665	2
8cell	up	0.51	1
8cell	down	0.45	1
8cell	down	0.67	1
8cell	down	0.5	1
8cell	down	1.0	2
8cell	down	0.5	1
8cell	down	1.0	1
8cell	up	0.5	1
8cell	down	0.34	1
8cell	up	1.0	1
8cell	up	0.97	1
8cell	up	0.49	1
8cell	down	0.75	1
8cell	down	0.5	1
8cell	down	1.0	1
8cell	up	0.4	1
8cell	up	0.89	2
8cell	up	0.79	1
8cell	up	0.545	2
8cell	down	1.0	1
8cell	down	0.25	1
8cell	up	0.9	1
8cell	up	0.915	2
8cell	down	0.86	1
8cell	down	0.836666666667	3
8cell	down	0.662	5
8cell	up	1.0	1
8cell	down	0.39	3
8cell	down	0.636666666667	3
8cell	down	0.558333333333	6
8cell	down	0.603333333333	3
8cell	down	0.405	2
8cell	down	0.87	1
8cell	down	0.67	1
8cell	down	0.52	1
8cell	down	0.29	1
8cell	up	0.6	1
8cell	up	0.53	3
8cell	down	0.5	1
8cell	up	0.49	2
8cell	up	0.24	1
8cell	up	0.14	1
8cell	up	0.33	2
8cell	down	1.0	1
8cell	up	0.49	1
8cell	up	0.82	2
8cell	down	0.25	1
8cell	up	1.0	1
8cell	down	0.76	1
8cell	up	0.29	1
8cell	up	1.0	1
8cell	down	1.0	1
8cell	up	0.76	1
8cell	up	0.455	2
8cell	up	0.835	2
8cell	up	0.776666666667	3
8cell	up	0.808	5
8cell	down	0.67	1
8cell	up	1.0	1
8cell	up	0.81	1
8cell	up	1.0	1
8cell	down	0.67	1
8cell	down	1.0	1
8cell	up	0.83	1
8cell	down	0.66	1
8cell	up	0.81	1
8cell	up	1.0	1
8cell	down	0.83	1
8cell	down	0.585	2
8cell	down	1.0	1
8cell	up	0.8525	4
8cell	down	1.0	1
8cell	up	0.7	2
8cell	up	0.75	2
8cell	up	0.755	2
8cell	up	1.0	1
8cell	down	0.583333333333	3
8cell	up	0.33	2
8cell	up	0.67	1
8cell	up	0.7	1
8cell	up	0.835	2
8cell	down	0.67	1
8cell	down	0.21	1
8cell	down	1.0	2
8cell	down	0.6	1
8cell	up	0.67	1
8cell	down	0.13	1
8cell	up	1.0	1
8cell	down	1.0	1
8cell	down	0.67	1
8cell	down	0.67	1
8cell	up	0.83	1
8cell	up	0.73	1
8cell	down	0.58	1
8cell	up	0.67	1
8cell	up	0.5	2
8cell	down	1.0	1
8cell	up	1.0	1
8cell	down	0.83	1
8cell	down	0.685	2
8cell	up	0.915	2
8cell	up	1.0	1
8cell	down	0.585	2
8cell	down	0.495	2
8cell	up	0.25	1
8cell	down	1.0	1
8cell	down	1.0	1
8cell	up	0.83	1
8cell	up	0.86	3
8cell	down	0.75	1
8cell	up	0.64	2
8cell	down	0.67	1
8cell	down	0.4	1
8cell	up	1.0	1
8cell	down	0.83	1
8cell	down	0.67	1
8cell	down	1.0	1
8cell	up	1.0	1
8cell	up	0.71	1
8cell	up	0.78	1
8cell	down	0.62	2
8cell	down	0.78	1
8cell	up	1.0	1
8cell	down	0.52	1
8cell	down	0.75	2
8cell	down	0.38	3
8cell	down	0.5	1
8cell	down	1.0	1
8cell	up	0.75	1
8cell	down	1.0	1
8cell	up	0.2	1
8cell	down	1.0	1
8cell	up	0.585	2
8cell	down	0.51	1
8cell	up	0.58	1
8cell	up	0.88	1
8cell	up	0.75	1
8cell	up	1.0	1
8cell	up	1.0	1
8cell	up	0.4	1
8cell	down	0.5	1
8cell	down	0.58	1
8cell	up	1.0	1
8cell	up	0.885	4
8cell	down	0.47	1
8cell	down	0.35	2
8cell	down	0.665	2
8cell	up	1.0	1
8cell	up	1.0	1
8cell	down	0.83	1
8cell	up	1.0	1
8cell	down	0.67	1
8cell	down	1.0	1
8cell	down	0.5	1
8cell	down	0.676666666667	3
8cell	down	0.5	1
8cell	down	0.37	1
8cell	up	0.67	1
8cell	up	1.0	1
8cell	down	0.83	1
8cell	down	0.7	2
8cell	down	0.54	2
8cell	down	0.29	1
8cell	down	0.775	2
8cell	down	0.625	2
8cell	down	0.5	1
8cell	down	1.0	1
8cell	down	0.725	2
8cell	up	0.57	1
8cell	down	0.64	1
8cell	down	0.83	1
8cell	down	0.355	2
8cell	up	0.47	1
8cell	down	0.4	2
8cell	up	0.11	1
8cell	up	1.0	1
8cell	down	1.0	1
8cell	down	0.5	1
8cell	up	0.33	1
8cell	down	1.0	1
8cell	down	0.365	2
8cell	down	0.5	1
8cell	up	0.835	2
8cell	up	1.0	1
8cell	down	0.92	1
8cell	up	0.82	1
8cell	up	0.415	2
8cell	up	0.41	1
8cell	down	0.5	2
8cell	down	0.6	1
8cell	up	0.5	1
8cell	up	0.51	1
8cell	up	0.55	1
8cell	down	0.75	3
8cell	down	0.42	2
8cell	down	1.0	1
8cell	down	1.0	1
8cell	down	0.29	1
8cell	down	0.84	2
8cell	down	0.83	1
8cell	down	0.73	1
8cell	up	0.5	1
8cell	down	0.43	1
8cell	up	1.0	1
8cell	up	0.36	1
8cell	down	0.58	1
8cell	down	1.0	1
8cell	up	1.0	1
8cell	up	0.75	1
8cell	down	0.52	1
8cell	down	0.776666666667	3
8cell	up	0.05	1
8cell	down	1.0	1
8cell	down	0.87	1
8cell	down	1.0	2
8cell	up	0.5	1
8cell	down	0.765	2
8cell	up	1.0	1
8cell	up	0.67	1
8cell	up	0.28	1
8cell	down	0.85	1
8cell	down	0.45	2
8cell	down	1.0	2
8cell	up	1.0	1
8cell	up	1.0	1
8cell	up	1.0	1
8cell	down	0.86	2
8cell	up	1.0	2
8cell	down	1.0	1
8cell	down	1.0	1
8cell	down	1.0	1
8cell	down	0.7125	4
8cell	down	0.24	1
8cell	up	0.67	1
8cell	down	0.375	2
8cell	down	0.53	1
8cell	down	1.0	1
8cell	down	0.75	1
8cell	down	1.0	1
8cell	down	1.0	2
8cell	down	0.83	1
8cell	up	1.0	1
8cell	up	1.0	1
8cell	down	0.78	1
8cell	up	1.0	1
8cell	down	0.5	1
8cell	down	0.835	2
8cell	down	1.0	2
8cell	up	0.5	1
8cell	down	1.0	1
8cell	down	0.79	2
8cell	up	1.0	1
8cell	down	0.58	1
8cell	up	0.67	1
8cell	up	0.875	4
8cell	down	0.67	1
8cell	down	0.67	3
8cell	down	0.513333333333	3
8cell	down	0.4	1
8cell	up	0.903333333333	3
8cell	down	0.415	2
8cell	down	0.75	2
8cell	up	0.18	1
8cell	up	0.31	1
8cell	up	1.0	1
8cell	up	0.75	1
8cell	down	1.0	1
8cell	down	0.33	1
8cell	down	0.88	1
8cell	up	1.0	1
8cell	down	0.5	1
8cell	down	1.0	1
8cell	down	0.86	1
8cell	down	0.67	1
8cell	down	0.33	1
8cell	down	0.75	1
8cell	down	0.78	3
8cell	up	1.0	1
8cell	up	0.81	1
8cell	down	0.915	2
8cell	down	0.78	1
8cell	down	0.423333333333	3
8cell	up	0.83	1
8cell	up	1.0	1
8cell	down	0.5	1
8cell	up	0.75	2
8cell	up	0.75	2
8cell	up	1.0	2
8cell	up	0.26	1
8cell	down	1.0	1
8cell	down	0.835	2
8cell	up	0.78	1
8cell	up	0.81	1
8cell	up	0.54	2
8cell	up	0.5	1
8cell	up	1.0	1
8cell	down	0.446666666667	3
8cell	down	0.33	1
8cell	up	0.5	1
8cell	down	0.37	1
8cell	down	1.0	1
8cell	down	0.4	1
8cell	up	0.67	1
8cell	down	0.67	1
8cell	down	0.915	2
8cell	down	0.24	1
8cell	down	1.0	1
8cell	down	0.75	2
8cell	up	1.0	1
8cell	up	0.83	1
8cell	down	0.88	1
8cell	down	1.0	1
8cell	down	0.66	1
8cell	down	0.43	1
8cell	up	0.776666666667	3
8cell	up	1.0	2
8cell	down	0.5	1
8cell	down	1.0	1
8cell	down	0.31	1
8cell	up	1.0	1
8cell	down	0.83	2
8cell	up	0.5	1
8cell	down	0.59	1
8cell	up	0.65	2
8cell	up	0.71	1
8cell	down	0.67	1
8cell	up	0.74	2
8cell	down	0.5	1
8cell	down	0.14	1
8cell	down	1.0	1
8cell	down	0.92	1
8cell	down	0.83	1
8cell	down	0.766666666667	3
8cell	up	0.75	2
8cell	up	1.0	1
8cell	down	0.4	1
8cell	up	0.3	1
8cell	down	1.0	1
8cell	down	0.74	2
8cell	down	0.83	1
8cell	up	1.0	1
8cell	up	0.625	2
8cell	down	1.0	1
8cell	down	0.75	1
8cell	up	0.835	2
8cell	up	0.776666666667	3
8cell	down	0.57	1
8cell	down	0.67	1
8cell	down	0.85	1
8cell	down	0.775	2
8cell	down	0.5	1
8cell	down	0.65	1
8cell	up	1.0	1
8cell	up	0.505	2
8cell	up	0.67	1
8cell	down	0.72	2
8cell	down	0.596666666667	3
8cell	down	0.67	1
8cell	down	0.83	1
8cell	up	0.58	1
8cell	up	0.79	1
8cell	up	0.83	1
8cell	down	0.67	1
8cell	up	1.0	1
8cell	up	0.655	2
8cell	up	1.0	1
8cell	down	0.5	1
8cell	down	0.46	2
8cell	up	0.5	1
8cell	up	0.21	1
8cell	down	0.7	1
8cell	down	1.0	1
8cell	down	0.6	1
8cell	up	0.75	1
8cell	down	0.7	1
8cell	up	0.45	1
8cell	up	0.25	1
8cell	down	0.4	1
8cell	up	1.0	1
8cell	down	0.615	2
8cell	down	1.0	1
8cell	down	0.49	1
8cell	down	0.3	1
8cell	down	0.915	2
8cell	down	1.0	1
8cell	up	0.41	2
8cell	down	0.58	1
8cell	down	0.8	1
8cell	up	0.94	1
8cell	up	1.0	1
8cell	down	0.63	1
8cell	down	1.0	1
8cell	down	0.69	2
8cell	up	0.5	1
8cell	up	0.646666666667	3
8cell	down	0.2	1
8cell	down	0.405	2
8cell	up	0.33	1
8cell	up	0.75	1
8cell	up	1.0	2
8cell	up	0.5	1
8cell	down	0.57	1
8cell	down	0.6	1
8cell	down	0.86	1
8cell	down	0.755	2
8cell	up	0.5	1
8cell	down	0.67	1
8cell	up	1.0	1
8cell	up	0.75	2
8cell	up	0.46	1
8cell	down	0.715	2
8cell	down	1.0	3
8cell	down	0.845	2
8cell	down	0.6	1
8cell	down	0.905	2
8cell	down	0.45	1
8cell	up	0.67	1
8cell	down	1.0	1
8cell	down	0.72	1
8cell	up	0.67	1
8cell	down	0.825	2
8cell	down	1.0	1
8cell	up	1.0	1
8cell	up	0.79	1
8cell	down	0.79	2
8cell	down	0.83	1
8cell	down	0.83	1
8cell	up	0.34	1
8cell	down	0.436666666667	3
8cell	down	0.67	1
8cell	down	0.61	1
8cell	down	0.755	2
8cell	up	1.0	1
8cell	up	0.75	1
8cell	up	1.0	1
8cell	up	0.29	1
8cell	down	0.59	2
8cell	down	0.67	1
8cell	down	0.34	1
8cell	up	0.33	1
8cell	down	0.5	1
8cell	down	0.37	1
8cell	down	0.99	1
8cell	down	0.505	2
8cell	up	0.803333333333	3
8cell	down	0.4	1
8cell	down	0.775	4
8cell	down	0.5	1
8cell	down	0.416666666667	3
8cell	down	0.67	1
8cell	up	1.0	1
8cell	up	0.71	1
8cell	up	1.0	1
8cell	down	0.58	1
8cell	up	0.835	2
8cell	down	0.37	1
8cell	down	1.0	1
8cell	up	1.0	1
8cell	down	1.0	2
8cell	down	0.835	2
8cell	down	1.0	1
8cell	up	1.0	2
8cell	down	0.663333333333	3
8cell	up	0.75	1
8cell	down	0.835	2
8cell	up	1.0	1
8cell	up	1.0	2
8cell	up	0.7	1
8cell	up	0.795	2
8cell	up	0.4	1
8cell	down	0.355	2
8cell	down	1.0	1
8cell	up	0.31	1
8cell	up	0.67	1
8cell	down	0.765	2
8cell	up	0.67	1
8cell	down	0.83	1
8cell	down	0.33	1
8cell	down	0.25	1
8cell	up	0.5	1
8cell	up	0.29	1
8cell	down	0.19	1
8cell	down	0.18	1
8cell	up	0.37	1
8cell	down	0.67	1
8cell	down	0.615	2
8cell	down	0.63	1
8cell	down	0.5	1
8cell	down	0.76	1
8cell	up	0.91	1
8cell	up	1.0	1
8cell	down	0.87	1
8cell	down	0.5	1
8cell	down	0.6	4
8cell	up	0.86	1
8cell	up	0.875	2
8cell	down	0.33	1
8cell	up	0.38	1
8cell	up	0.5	1
8cell	down	1.0	1
8cell	up	1.0	1
8cell	down	0.683333333333	3
8cell	up	0.7	2
8cell	down	1.0	1
8cell	down	0.56	1
8cell	down	0.505	2
8cell	up	1.0	1
8cell	down	0.9	1
8cell	down	1.0	1
8cell	down	0.18	1
8cell	up	0.4	1
8cell	down	0.665	2
8cell	down	1.0	1
8cell	up	0.43	1
8cell	up	0.5	1
8cell	up	0.67	1
8cell	down	0.84	1
8cell	up	1.0	1
8cell	down	0.67	1
8cell	down	0.75	1
8cell	up	1.0	1
8cell	up	0.685	2
8cell	down	0.57	1
8cell	up	0.73	1
8cell	down	1.0	1
8cell	down	1.0	1
8cell	down	0.6	1
8cell	up	0.67	1
8cell	down	0.83	1
8cell	down	0.835	2
8cell	down	0.69	1
8cell	down	0.835	2
8cell	up	0.88	1
8cell	down	1.0	1
8cell	down	0.99	1
8cell	down	0.52	1
8cell	down	0.67	1
8cell	down	0.45	1
8cell	down	0.92	1
8cell	up	0.86	1
8cell	up	0.75	2
8cell	down	1.0	1
8cell	down	0.86	1
8cell	down	0.833333333333	3
8cell	down	0.75	2
8cell	up	1.0	1
8cell	up	1.0	1
8cell	down	0.5	1
8cell	down	0.52	1
8cell	up	0.835	2
8cell	up	1.0	1
8cell	up	0.67	1
8cell	down	0.9375	4
8cell	up	1.0	1
8cell	down	0.88	1
8cell	down	0.79	2
8cell	up	0.39	1
8cell	down	0.67	1
8cell	down	0.44	1
8cell	up	1.0	2
8cell	down	0.87	1
8cell	up	0.83	1
8cell	up	0.7	1
8cell	down	0.513333333333	3
8cell	down	1.0	2
8cell	up	1.0	1
8cell	down	0.75	2
8cell	up	1.0	1
8cell	up	0.42	1
8cell	down	1.0	1
8cell	up	0.33	1
8cell	down	0.51	6
8cell	down	0.33	1
8cell	down	1.0	1
8cell	down	1.0	1
8cell	down	0.6675	4
8cell	down	0.405	4
8cell	down	1.0	1
8cell	up	0.88	1
8cell	down	0.78	2
8cell	down	0.9	1
8cell	up	0.835	2
8cell	down	0.67	1
8cell	down	0.5	1
8cell	up	1.0	1
8cell	up	1.0	2
8cell	up	1.0	2
8cell	down	0.5	1
8cell	up	1.0	1
8cell	up	0.54	1
8cell	down	0.6	1
8cell	down	0.67	1
8cell	down	0.45	1
8cell	up	1.0	2
8cell	up	0.63	1
8cell	down	0.89	3
8cell	up	1.0	1
8cell	up	0.7025	4
8cell	down	0.723333333333	3
8cell	up	0.5	1
8cell	up	0.5	1
8cell	up	0.75	1
8cell	down	1.0	1
8cell	up	1.0	1
8cell	up	1.0	1
8cell	down	0.6	1
8cell	down	1.0	1
8cell	down	0.45	1
8cell	up	1.0	1
8cell	up	0.5	1
8cell	up	1.0	1
8cell	up	0.91	1
8cell	down	0.2	1
8cell	down	0.5	1
8cell	up	0.8	1
8cell	down	0.95	2
8cell	up	1.0	1
8cell	up	1.0	1
8cell	down	0.75	1
8cell	down	0.42	1
8cell	down	0.58	1
8cell	down	0.946666666667	3
8cell	down	0.725	2
8cell	down	0.44	1
8cell	up	0.29	1
8cell	down	0.72	1
8cell	up	0.605	2
8cell	up	0.88	1
8cell	up	0.595	2
8cell	down	0.93	1
8cell	down	0.25	1
8cell	up	1.0	1
8cell	down	1.0	1
8cell	up	0.64	1
8cell	up	0.5	1
8cell	up	1.0	1
8cell	down	0.5	1
8cell	up	0.36	1
8cell	down	1.0	1
8cell	up	0.39	1
8cell	down	0.67	1
8cell	down	0.53	1
8cell	up	0.85	1
8cell	down	0.643333333333	3
8cell	down	0.19	1
8cell	down	1.0	2
8cell	down	0.22	1
8cell	down	0.65	1
8cell	up	0.5	1
8cell	down	0.5	1
8cell	down	0.704	5
8cell	down	0.83	1
8cell	down	0.53	1
8cell	up	0.42	1
8cell	down	0.96	1
8cell	up	1.0	1
8cell	up	1.0	1
8cell	down	0.67	1
8cell	down	1.0	1
8cell	up	0.88	1
8cell	down	0.25	1
8cell	down	0.5	1
8cell	up	0.73	1
8cell	down	0.5	1
8cell	up	0.625	2
8cell	up	0.345	2
8cell	up	0.3	1
8cell	up	0.35	3
8cell	down	0.67	1
8cell	up	0.6125	4
8cell	up	0.33	1
8cell	down	0.5	1
8cell	down	0.62	2
8cell	up	0.3	1
8cell	down	1.0	2
8cell	up	1.0	1
8cell	up	0.36	1
8cell	down	1.0	1
8cell	up	0.66	1
8cell	down	0.75	1
8cell	down	0.91	1
8cell	up	0.5	1
8cell	down	0.915	2
8cell	up	0.67	1
8cell	down	0.5	1
8cell	down	0.67	1
8cell	down	1.0	1
8cell	down	0.71	1
8cell	down	0.36	1
8cell	up	0.75	2
8cell	down	0.67	1
8cell	down	0.805	2
8cell	up	1.0	1
8cell	up	0.67	1
8cell	up	0.61	1
8cell	down	0.58	1
8cell	up	0.91	1
8cell	down	0.83	1
8cell	down	0.335	2
8cell	down	0.395	2
8cell	up	0.58	1
8cell	down	0.67	1
8cell	down	1.0	1
8cell	down	0.835	2
8cell	down	0.4	2
8cell	down	0.83	1
8cell	up	0.67	1
8cell	down	0.4	1
8cell	up	1.0	1
8cell	down	1.0	1
8cell	up	0.67	1
8cell	down	0.685	2
8cell	down	0.67	1
8cell	down	0.395	2
8cell	down	0.765	4
8cell	down	0.75	1
8cell	up	0.67	1
8cell	down	0.45	1
8cell	up	1.0	1
8cell	down	0.5	1
8cell	down	0.67	1
8cell	down	0.54	1
8cell	down	0.5	1
8cell	up	0.5	1
8cell	down	1.0	1
8cell	up	0.5	1
8cell	up	0.48	1
8cell	down	0.5	1
8cell	down	0.33	1
8cell	down	0.665	2
8cell	up	0.71	1
8cell	up	0.5	1
8cell	down	0.5	1
8cell	down	0.61	3
8cell	down	1.0	1
8cell	down	1.0	1
8cell	up	0.5	1
8cell	up	0.67	1
8cell	down	0.81	1
8cell	down	0.33	1
8cell	down	0.58	2
8cell	down	0.5	1
8cell	down	0.665	2
8cell	down	0.77	1
8cell	up	0.67	1
8cell	up	1.0	1
8cell	up	1.0	1
8cell	up	0.75	1
8cell	down	1.0	1
8cell	up	0.645	2
8cell	down	0.21	1
8cell	down	0.67	1
8cell	up	1.0	1
8cell	down	0.73	2
8cell	down	0.79	2
8cell	down	0.5	1
8cell	down	1.0	1
8cell	down	1.0	1
8cell	down	0.585	2
8cell	down	0.67	1
8cell	down	1.0	1
8cell	down	0.74	1
8cell	down	0.67	1
8cell	down	0.58	1
8cell	down	0.59	1
8cell	up	1.0	1
8cell	down	0.71	1
8cell	down	0.81	1
8cell	up	1.0	1
8cell	up	0.67	1
8cell	down	0.33	1
8cell	up	0.605	2
8cell	up	0.905	2
8cell	down	0.8175	4
8cell	up	0.16	1
8cell	up	0.725	2
8cell	up	0.67	1
8cell	down	0.4	1
8cell	down	0.7	2
8cell	down	0.75	1
8cell	down	0.39	1
8cell	down	0.8	1
8cell	down	0.66	1
8cell	down	0.62	1
8cell	down	0.75	1
8cell	down	0.8	1
8cell	up	0.33	1
8cell	down	0.29	1
8cell	up	0.42	1
8cell	down	0.75	1
8cell	up	0.46	1
8cell	down	0.475	2
8cell	up	0.34	1
8cell	up	1.0	1
8cell	down	0.8	1
8cell	up	0.15	1
8cell	up	0.625	2
8cell	up	0.67	1
8cell	down	0.83	1
8cell	down	1.0	2
8cell	up	0.85	1
8cell	down	0.45	2
8cell	up	0.84	1
8cell	up	0.67	1
8cell	down	0.32	1
8cell	up	1.0	2
8cell	up	0.6	1
8cell	down	0.776666666667	3
8cell	up	0.515	2
8cell	down	1.0	1
8cell	up	0.45	2
8cell	up	0.54	2
8cell	up	0.67	1
8cell	up	0.78	1
8cell	down	0.5	1
8cell	up	0.84	1
8cell	down	0.843333333333	3
8cell	up	0.45	1
8cell	up	0.67	1
ICM	down	0.83	1
ICM	down	0.89	3
ICM	down	0.594	5
ICM	down	0.75	1
ICM	down	1.0	1
ICM	up	1.0	2
ICM	down	0.48	2
ICM	up	0.29	1
ICM	down	0.67	1
ICM	up	1.0	1
ICM	down	0.863333333333	3
ICM	down	0.86	1
ICM	up	0.53	1
ICM	down	0.5	1
ICM	up	0.83	1
ICM	up	0.72	6
ICM	up	0.715	2
ICM	up	0.553333333333	3
ICM	down	0.83	1
ICM	up	0.64	3
ICM	up	0.435	2
ICM	down	0.75	3
ICM	down	0.44	1
ICM	down	0.35	1
ICM	up	0.67	1
ICM	up	1.0	1
ICM	down	1.0	1
ICM	up	0.75	1
ICM	down	0.57	2
ICM	up	0.35	1
ICM	down	0.22	1
ICM	up	0.5	1
ICM	down	1.0	1
ICM	down	0.73	3
ICM	up	1.0	5
ICM	up	0.535	2
ICM	down	0.665	2
ICM	up	0.58	1
ICM	down	0.83	1
ICM	up	0.8	3
ICM	down	0.51	1
ICM	down	0.953333333333	3
ICM	up	0.19	1
ICM	down	0.67	1
ICM	down	0.5	1
ICM	up	0.42	3
ICM	up	0.42	1
ICM	down	0.83	1
ICM	down	0.5575	4
ICM	up	0.48	1
ICM	down	1.0	1
ICM	down	0.55	1
ICM	down	0.836666666667	3
ICM	down	0.8575	4
ICM	down	0.576666666667	3
ICM	down	1.0	1
ICM	down	0.42	1
ICM	down	0.723333333333	3
ICM	down	1.0	1
ICM	up	0.2	1
ICM	down	0.503333333333	3
ICM	down	0.53	1
ICM	down	0.736666666667	3
ICM	down	0.525	2
ICM	up	0.47	1
ICM	down	0.67	1
ICM	down	0.33	1
ICM	up	0.2	1
ICM	down	0.57	3
ICM	down	0.58	2
ICM	up	0.5	1
ICM	up	1.0	1
ICM	down	1.0	1
ICM	down	0.5	1
ICM	up	0.47	1
ICM	up	0.3	1
ICM	up	0.58	2
ICM	down	0.83	1
ICM	up	0.38	1
ICM	down	0.25	1
ICM	down	0.516666666667	3
ICM	up	0.4	1
ICM	down	0.75	1
ICM	down	0.65	2
ICM	up	0.5	1
ICM	down	0.86	1
ICM	down	0.37	1
ICM	down	0.833333333333	3
ICM	down	0.48	2
ICM	down	0.5	1
ICM	down	0.376666666667	3
ICM	down	0.49	1
ICM	down	0.5	1
ICM	down	1.0	1
ICM	down	0.2	1
ICM	down	0.48	1
ICM	down	0.835	2
ICM	down	0.62	1
ICM	down	0.723333333333	3
ICM	down	0.495	4
ICM	down	0.69	1
ICM	down	0.32	1
ICM	down	0.445	6
ICM	down	0.5	1
ICM	down	0.5	1
ICM	down	0.75	1
ICM	down	1.0	4
ICM	down	1.0	1
ICM	down	1.0	1
ICM	down	0.41	1
ICM	down	0.37	3
ICM	up	0.33	1
ICM	down	0.33	1
ICM	up	0.345	2
ICM	down	0.4	1
ICM	up	1.0	1
ICM	down	0.46	2
ICM	down	0.89	1
ICM	down	0.723333333333	3
ICM	down	0.67	1
ICM	down	0.5	1
ICM	down	0.83	1
ICM	down	0.665	2
ICM	down	0.08	1
ICM	down	0.5	1
ICM	up	0.5	1
ICM	down	0.35	2
ICM	up	0.515	2
ICM	up	0.67	3
ICM	down	0.603333333333	3
ICM	down	0.64	2
ICM	down	0.3	1
ICM	up	0.18	1
ICM	down	0.4	1
ICM	down	0.22	1
ICM	down	1.0	1
ICM	down	0.373333333333	3
ICM	down	0.29	1
ICM	down	0.75	2
ICM	up	0.593333333333	3
ICM	down	0.565	6
ICM	down	0.83	1
ICM	down	0.662	5
ICM	down	1.0	2
ICM	down	0.75	2
ICM	down	0.875	2
ICM	down	0.71	1
ICM	down	0.855	4
ICM	down	1.0	1
ICM	down	0.85	1
ICM	down	0.48	1
ICM	down	0.67	1
ICM	up	0.5	1
