stage	type	level	num
early	down	0.85	1
early	up	0.5	1
early	up	1.77	2
early	down	1.0	1
early	down	1.0	1
early	up	0.67	1
early	down	2.0	2
early	up	0.33	1
early	up	1.0	1
early	down	1.0	1
early	down	1.0	1
early	down	8.37	9
early	down	0.5	1
early	down	1.0	1
early	down	1.0	1
early	down	0.33	1
early	up	2.0	2
early	down	1.33	2
early	down	3.83	4
early	down	1.19	3
early	up	0.5	1
early	up	0.67	1
early	down	0.54	1
early	up	2.01	4
early	up	2.0	2
early	down	1.0	1
early	down	3.0	3
early	up	2.0	2
early	up	1.0	1
early	down	0.62	1
early	down	0.44	1
early	down	1.0	1
early	up	2.17	3
early	up	0.5	1
early	down	0.67	1
early	down	1.0	1
early	up	1.0	1
early	down	2.0	2
early	down	0.83	1
early	up	0.23	1
early	down	1.0	1
early	up	1.0	1
early	up	1.0	1
early	up	0.67	1
early	down	1.0	1
early	up	1.2	2
early	up	1.0	1
early	up	4.12	7
early	up	1.34	2
early	up	1.4	3
early	up	0.66	2
early	down	1.0	1
early	down	1.0	1
early	down	1.75	2
early	up	1.0	1
early	up	0.5	1
early	up	1.0	1
early	down	1.0	1
early	up	0.83	1
early	up	1.0	1
early	up	1.0	1
early	up	1.0	1
early	up	0.72	1
early	up	0.15	1
early	up	3.0	3
early	up	3.92	7
early	up	1.0	1
early	up	1.67	2
early	down	1.0	1
early	down	1.0	1
early	down	1.0	1
early	up	0.5	1
early	up	1.0	1
early	up	1.81	2
early	down	0.57	2
early	down	0.83	1
early	down	2.0	2
early	down	1.0	1
early	up	0.68	1
early	down	0.25	1
early	up	0.25	1
early	down	0.67	1
early	up	1.0	1
early	up	1.0	1
early	up	0.5	1
early	down	1.0	1
early	down	1.23	2
early	down	0.5	1
early	down	0.83	1
early	up	1.0	1
early	down	1.0	1
early	up	1.0	1
early	up	1.0	1
early	down	0.75	1
early	down	1.0	1
early	up	1.0	1
early	down	1.0	2
early	down	0.38	1
early	up	1.2	2
early	up	1.0	1
early	down	0.86	1
early	down	1.62	2
early	up	0.67	1
early	up	0.5	1
early	down	2.34	4
early	up	1.0	1
early	up	1.33	2
early	down	0.87	1
early	down	1.0	1
early	down	0.28	1
early	down	0.52	1
early	up	1.0	1
early	up	1.67	3
early	up	3.24	4
early	down	1.81	4
early	down	4.0	4
early	down	0.35	1
early	up	1.0	1
early	down	1.0	1
early	down	0.29	1
early	up	0.5	1
early	up	0.39	1
early	up	0.25	1
early	down	0.83	1
early	down	0.78	1
early	down	2.0	2
early	down	1.5	2
early	down	1.0	1
early	up	0.67	1
early	up	2.39	3
early	up	2.2	3
early	down	0.75	1
early	up	1.0	1
early	up	0.5	1
early	down	1.0	1
early	down	0.29	1
early	down	0.17	1
early	up	1.0	1
early	down	2.66	3
early	up	1.0	1
early	up	1.23	2
early	down	1.0	1
early	down	0.92	2
early	down	1.49	2
early	down	0.58	1
early	down	2.0	2
early	up	1.41	2
early	up	2.0	3
early	down	0.81	1
early	up	1.12	2
early	down	1.0	1
early	down	0.83	1
early	down	1.0	1
early	up	1.0	1
early	down	1.0	1
early	up	1.0	1
early	up	5.5	6
early	down	1.0	1
early	up	1.65	2
early	down	1.0	1
early	down	2.15	3
early	up	1.0	1
early	down	0.29	1
early	up	1.75	2
early	up	1.0	1
early	up	1.0	1
early	down	5.04	7
early	up	0.33	1
early	down	1.0	1
early	up	0.88	1
early	down	0.75	1
early	down	2.0	2
early	down	3.0	3
early	down	1.25	2
early	up	1.0	1
early	down	0.25	1
early	up	1.22	2
early	down	1.0	1
early	down	2.0	2
early	down	1.0	1
early	up	0.5	1
early	up	0.67	1
early	up	0.46	1
early	down	0.86	1
early	down	0.93	1
early	up	2.0	2
early	down	1.0	1
early	down	1.0	1
early	down	0.51	1
early	down	1.0	1
early	down	0.36	1
early	up	1.5	2
early	down	1.0	1
early	down	2.5	3
early	up	0.92	1
early	down	1.0	1
early	down	3.33	4
early	down	1.0	1
early	down	3.0	3
early	up	1.0	1
early	down	1.0	1
early	up	0.67	1
early	down	1.0	1
early	up	0.83	1
early	up	0.5	1
early	up	1.0	1
early	up	1.09	2
early	up	3.0	3
early	down	0.4	1
early	down	1.0	1
early	down	1.0	1
early	up	1.0	1
early	up	1.0	1
early	up	2.32	4
early	up	1.0	1
early	down	1.0	1
early	up	3.84	5
early	up	2.0	2
early	up	6.28	7
early	up	1.0	1
early	down	0.99	1
early	down	1.0	1
early	up	0.63	1
early	down	1.0	1
early	up	0.71	1
early	down	0.83	1
early	up	0.8	1
early	down	0.94	3
early	up	0.12	1
early	up	0.71	2
early	down	2.0	2
early	up	0.29	1
early	up	5.34	6
early	down	0.31	1
early	up	1.67	2
early	up	0.5	1
early	down	0.67	1
early	down	2.34	3
early	down	2.0	2
early	up	0.29	1
early	down	0.42	1
early	up	0.28	1
early	up	1.0	1
early	down	1.0	1
early	down	1.0	1
early	up	1.0	1
early	up	1.0	1
early	up	0.62	1
early	down	0.4	1
early	up	1.0	1
early	down	4.04	5
early	up	0.59	2
early	up	0.5	1
early	down	1.0	1
early	up	1.0	1
early	down	1.0	1
early	down	1.33	2
early	up	0.85	1
early	up	0.67	1
early	down	0.67	1
early	up	1.88	3
early	down	0.67	1
early	up	0.5	1
early	down	1.0	1
early	up	0.27	1
early	up	0.42	1
early	down	1.0	1
early	up	0.09	1
early	down	1.0	1
early	up	0.5	1
early	up	1.0	1
early	up	1.0	1
early	up	2.0	2
early	down	2.4	3
early	down	1.83	2
early	down	0.67	1
early	up	2.02	3
early	up	0.33	1
early	up	1.0	1
early	up	1.56	2
early	down	9.42	10
early	up	0.81	1
early	down	0.21	1
early	down	1.0	1
early	down	0.53	2
early	up	1.0	2
early	down	2.0	2
early	up	0.67	1
early	up	1.0	1
early	down	0.14	1
early	down	0.86	1
early	down	3.74	8
early	down	1.17	2
early	up	1.0	1
early	down	1.0	1
early	up	0.29	1
early	down	2.0	2
early	down	1.24	2
early	up	1.2	2
early	up	1.0	2
early	up	2.25	3
early	up	0.83	1
early	down	1.6	2
early	down	0.86	1
early	down	0.18	1
early	up	0.5	1
early	down	1.6	2
early	down	0.75	1
early	down	0.5	1
early	down	0.75	1
early	down	1.0	1
early	up	0.58	1
early	down	1.0	1
early	down	1.0	1
early	down	2.0	2
early	down	0.83	2
early	down	0.67	1
early	down	1.0	1
early	up	0.67	1
early	up	0.33	1
early	up	1.0	1
early	down	0.5	1
early	down	1.0	1
early	down	1.0	1
early	down	0.33	1
early	down	1.0	1
early	up	0.21	1
early	down	1.0	1
early	down	0.33	1
early	up	0.83	1
early	down	0.9	1
early	down	1.0	1
early	up	1.0	1
early	down	0.67	1
early	up	0.5	1
early	up	1.0	1
early	down	0.83	1
early	down	0.88	1
early	down	0.83	1
early	up	1.0	1
early	up	0.67	1
early	up	1.0	1
early	up	1.0	1
early	down	2.0	2
early	down	3.73	5
early	down	1.32	4
early	down	0.5	1
early	up	0.83	1
early	down	0.67	1
early	up	1.0	1
early	up	2.42	3
early	up	1.34	2
early	up	0.8	1
early	down	0.33	1
early	down	0.13	1
early	down	0.33	1
early	down	1.67	2
early	down	0.84	1
early	up	1.0	1
early	down	1.8	3
early	down	0.57	1
early	up	1.0	1
early	down	0.5	1
early	down	1.08	2
early	up	1.63	2
early	up	0.33	1
early	down	1.32	2
early	down	0.5	1
early	down	2.0	2
early	down	0.89	1
early	up	1.0	1
early	up	2.0	2
early	up	2.01	3
early	up	1.8	3
early	down	0.83	1
early	down	0.45	1
early	down	0.81	1
early	up	0.4	1
early	up	0.5	1
early	up	1.0	1
early	down	1.0	1
early	up	0.18	1
early	down	0.6	1
early	down	1.72	2
early	down	0.85	1
early	up	1.0	1
early	up	0.68	1
early	down	1.0	1
early	down	1.85	2
early	down	1.0	1
early	down	0.19	1
early	down	0.93	1
early	down	1.0	1
early	down	1.69	3
early	down	1.0	1
early	up	1.0	1
early	down	0.62	1
early	down	3.0	3
early	up	1.19	2
early	up	2.0	2
early	down	0.5	1
early	up	0.88	2
early	up	1.0	1
early	up	0.67	1
early	up	0.33	1
early	up	1.2	3
early	down	1.09	2
early	up	0.84	1
early	up	0.75	1
early	up	1.0	2
early	down	1.29	2
early	down	1.0	1
early	up	0.9	2
early	down	3.47	5
early	down	0.27	1
early	down	2.0	2
early	down	0.67	1
early	up	0.83	1
early	down	2.0	2
early	down	1.0	1
early	up	0.4	1
early	down	1.0	1
early	down	2.0	2
early	down	0.77	1
early	down	1.67	2
early	down	0.5	1
early	down	4.99	7
early	up	0.75	1
early	up	1.67	2
early	up	2.0	2
early	up	0.33	1
early	up	1.0	1
early	up	1.0	1
early	up	0.75	1
early	down	0.83	1
early	up	1.46	2
early	down	0.67	1
early	up	0.67	1
early	down	0.67	1
early	up	0.53	2
early	up	0.51	1
early	up	0.57	1
early	down	0.9	1
early	up	1.0	1
early	down	0.29	1
early	down	1.0	1
early	up	0.4	1
early	down	1.0	1
early	up	0.33	1
early	up	1.29	3
early	down	1.0	1
early	down	0.5	1
early	up	1.0	1
early	up	0.83	2
early	down	3.0	3
early	up	0.86	1
early	up	3.0	3
early	down	0.67	1
early	up	1.57	2
early	down	3.0	3
early	down	0.54	1
early	down	2.58	3
early	down	1.83	3
early	up	0.87	1
early	down	1.41	3
early	up	1.0	1
early	down	0.67	1
early	up	1.0	1
early	up	1.0	1
early	up	1.0	1
early	down	1.35	2
early	down	0.67	1
early	down	1.53	2
early	down	1.7	2
early	up	0.67	1
early	down	0.5	1
early	down	0.88	1
early	up	0.33	1
early	down	0.58	1
early	up	2.67	3
early	down	1.75	2
early	down	1.51	2
early	down	1.0	1
early	up	2.26	3
early	up	1.0	1
early	down	1.15	3
early	up	3.0	3
early	up	0.75	1
early	down	3.54	6
early	down	1.0	1
early	down	1.0	1
early	down	0.4	1
early	up	0.29	1
early	up	0.84	1
early	down	0.5	1
early	down	1.0	1
early	down	1.34	2
early	up	0.45	1
early	down	1.0	1
early	up	4.0	4
early	up	0.5	1
early	up	1.0	1
early	down	1.0	1
early	up	1.0	1
early	up	1.0	1
early	down	1.0	1
early	down	0.5	1
early	up	0.2	1
early	up	1.0	1
early	up	1.0	1
early	down	0.4	1
early	down	0.27	1
early	down	0.5	1
early	down	3.0	3
early	down	1.49	2
early	up	6.0	7
early	up	2.5	3
early	up	0.25	1
early	up	0.5	1
early	up	1.0	1
early	up	0.5	1
early	up	0.33	1
early	up	0.72	1
early	down	2.53	3
early	down	0.68	2
early	up	0.88	1
early	down	1.69	2
early	up	2.12	3
early	down	0.56	1
early	up	1.27	2
early	down	0.9	1
early	down	1.71	2
early	down	0.2	1
early	down	0.67	1
early	up	0.26	1
early	down	1.84	2
early	down	0.41	1
early	up	0.34	1
early	down	0.5	1
early	down	0.67	1
early	down	3.0	3
early	down	1.5	2
early	up	1.0	1
early	down	2.1	6
early	up	0.67	1
early	up	0.83	1
early	down	2.0	2
early	down	1.61	2
early	down	1.0	1
early	down	0.5	1
early	down	0.74	1
early	up	0.57	1
early	down	0.87	1
early	down	0.43	1
early	down	1.0	1
early	up	0.22	1
early	down	1.0	1
early	up	1.0	1
early	up	1.0	1
early	up	1.0	1
early	up	0.83	1
early	down	0.29	1
early	up	0.67	1
early	up	1.0	1
early	up	0.85	1
early	down	1.0	1
early	down	1.4	2
early	up	1.0	1
early	down	1.58	3
early	up	0.29	1
early	up	0.67	1
early	down	0.67	1
early	up	0.83	1
early	down	0.5	1
early	up	1.0	1
early	up	1.0	1
early	down	0.44	2
early	up	0.86	1
early	down	1.0	1
early	down	2.0	2
early	up	1.0	1
early	down	1.0	1
early	down	0.67	1
early	up	1.16	2
early	down	1.0	1
early	up	3.0	3
early	up	1.0	1
early	down	2.0	2
early	down	1.0	1
early	down	1.0	1
early	up	0.31	1
early	down	1.0	1
early	up	1.0	1
early	down	1.0	1
early	down	1.87	2
early	up	0.42	1
early	up	0.85	1
early	down	0.5	1
early	down	2.0	2
early	down	0.34	1
early	up	2.75	3
early	down	1.0	1
early	down	1.0	1
early	up	4.72	6
early	down	0.67	1
early	down	0.56	1
early	down	1.0	1
early	up	1.39	2
early	up	1.0	1
early	down	1.0	1
early	up	1.0	1
early	down	0.78	2
early	down	1.0	1
early	down	1.0	1
early	up	1.0	1
early	down	1.0	1
early	down	1.0	1
early	down	0.33	1
early	down	4.72	6
early	up	0.83	1
early	up	1.0	1
early	up	0.42	1
early	up	0.66	2
early	down	0.42	1
early	down	0.5	1
early	down	2.36	3
early	up	0.53	1
early	up	0.7	2
early	up	1.0	1
early	up	1.0	1
early	up	0.67	1
early	up	0.83	1
early	down	0.33	1
early	up	0.67	1
early	down	1.0	1
early	up	1.0	1
early	down	1.39	2
early	up	1.0	1
early	down	1.37	2
early	down	1.0	1
early	down	0.19	1
early	up	1.0	1
early	down	0.21	1
early	down	0.91	1
early	down	1.0	1
early	up	0.5	1
early	up	0.58	1
early	up	1.0	1
early	up	0.46	1
early	up	1.0	1
early	up	0.25	1
early	up	0.5	1
early	up	0.75	1
early	up	0.5	1
early	down	0.64	1
early	up	1.0	1
early	down	0.83	1
early	down	1.0	1
early	up	0.33	1
early	down	1.0	1
early	up	0.5	1
early	up	1.0	1
early	up	1.0	1
early	down	0.5	1
early	down	1.0	1
early	down	1.0	1
early	down	1.43	2
early	up	0.25	1
early	up	0.5	1
early	up	1.0	1
early	up	0.29	1
early	up	1.0	1
early	up	0.89	2
early	down	1.0	1
early	down	1.0	1
early	down	0.33	1
early	down	0.67	1
early	down	0.5	1
early	down	2.0	3
early	up	0.5	1
early	down	0.67	1
early	up	1.0	1
early	down	1.0	1
early	up	0.5	1
early	down	3.0	3
early	down	1.0	1
early	up	1.53	2
early	down	1.5	2
early	down	0.55	1
early	down	2.0	2
early	up	0.17	1
early	down	0.67	1
early	down	0.67	1
early	down	1.0	1
early	down	1.0	1
early	down	0.5	1
early	down	1.47	3
early	down	0.83	1
2cell	up	3.25	6
2cell	up	1.0	1
2cell	down	2.0	2
2cell	up	1.75	2
2cell	down	1.8	3
2cell	up	0.8	1
2cell	down	0.4	1
2cell	up	0.86	1
2cell	down	1.0	1
2cell	up	1.0	1
2cell	down	1.0	1
2cell	down	0.48	1
2cell	down	0.45	1
2cell	down	1.6	2
2cell	down	0.45	1
2cell	down	0.4	1
2cell	down	1.0	1
2cell	up	1.0	1
2cell	down	1.33	2
2cell	down	1.5	2
2cell	up	1.05	3
2cell	up	0.73	1
2cell	down	0.34	1
2cell	down	0.67	1
2cell	up	1.83	2
2cell	down	0.83	1
2cell	down	1.0	1
2cell	up	0.4	1
2cell	down	1.0	1
2cell	up	0.83	1
2cell	down	4.87	11
2cell	up	0.74	2
2cell	up	1.26	3
2cell	up	0.17	1
2cell	down	1.61	3
2cell	down	0.87	1
2cell	up	1.67	2
2cell	down	5.01	6
2cell	up	1.0	1
2cell	up	0.5	1
2cell	up	1.0	1
2cell	up	0.49	1
2cell	up	0.8	1
2cell	up	0.19	1
2cell	down	1.0	1
2cell	up	0.91	1
2cell	up	1.75	2
2cell	down	0.73	1
2cell	up	4.83	5
2cell	up	0.56	1
2cell	up	0.31	1
2cell	up	0.88	2
2cell	down	2.0	2
2cell	down	0.66	1
2cell	up	3.53	4
2cell	down	1.51	2
2cell	down	0.33	1
2cell	down	0.78	1
2cell	up	0.83	1
2cell	down	1.0	1
2cell	down	0.33	1
2cell	up	0.86	1
2cell	up	4.11	6
2cell	down	0.53	1
2cell	up	0.21	1
2cell	up	2.0	2
2cell	down	0.4	1
2cell	up	0.29	1
2cell	up	0.45	1
2cell	up	0.35	1
2cell	up	1.0	1
2cell	up	1.34	2
2cell	down	0.67	1
2cell	down	0.5	1
2cell	up	1.0	1
2cell	down	0.24	1
2cell	up	0.04	1
2cell	down	1.34	2
2cell	down	1.0	1
2cell	up	1.0	1
2cell	up	0.58	1
2cell	up	0.83	1
2cell	down	0.96	2
2cell	down	0.5	1
2cell	down	1.53	2
2cell	up	0.33	1
2cell	down	1.0	1
2cell	up	1.0	1
2cell	up	0.29	1
2cell	up	0.75	1
2cell	up	0.45	1
2cell	up	1.36	2
2cell	up	0.5	1
2cell	down	0.83	1
2cell	up	0.83	1
2cell	up	1.0	1
2cell	up	0.5	1
2cell	down	0.3	1
2cell	up	2.28	3
2cell	up	2.29	3
2cell	up	1.0	1
2cell	down	1.42	2
2cell	down	1.0	1
2cell	up	0.33	1
2cell	up	1.83	2
2cell	down	1.13	2
2cell	up	0.67	1
2cell	up	2.5	3
2cell	down	0.67	1
2cell	up	1.0	1
2cell	up	1.0	1
2cell	up	1.94	5
2cell	down	0.67	1
2cell	up	0.82	2
2cell	up	1.17	2
2cell	up	1.73	2
2cell	down	1.81	2
2cell	up	0.23	1
2cell	up	0.67	1
2cell	down	0.5	1
2cell	down	1.0	1
2cell	up	1.0	1
2cell	up	0.67	1
2cell	down	0.5	1
2cell	down	1.05	2
2cell	down	1.0	1
2cell	up	0.79	1
2cell	up	1.06	2
2cell	down	2.0	2
2cell	up	3.0	3
2cell	up	0.45	1
2cell	up	0.63	1
2cell	down	1.0	1
2cell	down	1.75	2
2cell	up	1.0	1
2cell	down	0.79	1
2cell	up	0.56	1
2cell	down	0.37	1
2cell	up	0.88	1
2cell	down	1.5	2
2cell	up	0.75	1
2cell	up	1.0	2
2cell	down	0.67	1
2cell	up	1.0	1
2cell	down	0.82	1
2cell	down	0.67	1
2cell	up	0.91	1
2cell	up	3.0	3
2cell	up	1.0	2
2cell	up	0.5	1
2cell	down	0.5	1
2cell	up	0.43	1
2cell	down	1.27	2
2cell	up	1.0	1
2cell	up	0.44	1
2cell	up	1.0	1
2cell	down	0.67	1
2cell	up	0.5	1
2cell	up	1.0	1
2cell	up	0.57	2
2cell	down	0.38	1
2cell	up	0.45	1
2cell	up	1.0	1
2cell	down	1.0	1
2cell	up	0.75	1
2cell	down	0.4	1
2cell	down	0.65	1
2cell	down	3.61	6
2cell	up	3.34	4
2cell	down	1.0	1
2cell	down	0.28	1
2cell	down	0.2	1
2cell	down	1.83	2
2cell	down	0.75	1
2cell	up	1.0	1
2cell	up	0.25	1
2cell	up	1.0	1
2cell	down	0.58	1
2cell	down	0.87	1
2cell	down	0.62	1
2cell	down	1.0	1
2cell	down	0.75	1
2cell	down	2.5	3
2cell	down	1.0	1
2cell	down	0.5	1
2cell	down	1.16	2
2cell	up	0.88	1
2cell	up	0.67	1
2cell	up	0.25	1
2cell	down	0.38	1
2cell	down	0.46	1
2cell	down	0.64	1
2cell	up	0.83	1
2cell	up	1.27	2
2cell	down	0.83	1
2cell	down	1.84	3
2cell	up	1.0	1
2cell	up	0.68	1
2cell	up	0.79	1
2cell	up	1.0	1
2cell	up	1.05	2
2cell	down	0.16	1
2cell	down	0.67	1
2cell	down	0.5	1
2cell	up	0.67	1
2cell	down	0.21	1
2cell	up	0.83	1
2cell	down	1.67	2
2cell	up	1.31	2
2cell	down	3.18	4
2cell	down	2.48	3
2cell	down	1.5	2
2cell	down	3.0	3
2cell	down	0.5	1
2cell	down	0.63	1
2cell	up	1.75	2
2cell	down	0.71	1
2cell	down	1.0	1
2cell	down	0.67	1
2cell	down	1.0	1
2cell	up	3.47	5
2cell	up	1.21	2
2cell	up	1.0	1
2cell	up	0.67	1
2cell	down	0.83	1
2cell	up	0.41	1
2cell	down	0.29	1
2cell	up	0.5	1
2cell	up	0.38	1
2cell	down	1.0	1
2cell	up	0.62	1
2cell	up	0.5	1
2cell	up	0.85	1
2cell	up	0.2	1
2cell	up	1.0	1
2cell	down	1.0	1
2cell	down	0.5	1
2cell	down	0.7	1
2cell	up	2.0	2
2cell	up	0.43	1
2cell	up	0.33	1
2cell	down	0.5	1
2cell	down	0.83	1
2cell	down	1.38	2
2cell	down	0.87	1
2cell	up	1.0	1
2cell	up	0.34	1
2cell	down	1.87	2
2cell	up	0.06	1
2cell	down	1.64	2
2cell	down	0.67	1
2cell	up	0.85	1
2cell	down	2.0	2
2cell	up	1.0	1
2cell	down	0.27	1
2cell	up	0.31	1
2cell	down	0.5	1
2cell	down	1.96	4
2cell	down	1.0	1
2cell	down	0.58	1
2cell	up	0.67	1
2cell	up	0.33	1
2cell	up	1.42	2
2cell	up	0.9	2
2cell	up	1.0	2
2cell	up	1.0	1
2cell	up	1.77	3
2cell	down	1.67	2
2cell	down	0.75	1
2cell	up	1.0	1
2cell	up	0.75	1
2cell	up	0.29	1
2cell	down	1.0	1
2cell	down	0.35	1
2cell	up	7.01	10
2cell	up	1.0	1
2cell	up	1.66	2
2cell	up	0.5	1
2cell	up	1.64	2
2cell	up	1.69	2
2cell	down	0.24	1
2cell	down	0.2	1
2cell	up	1.0	1
2cell	up	0.67	1
2cell	down	5.19	6
2cell	down	1.0	1
2cell	up	2.0	2
2cell	up	0.37	1
2cell	up	0.62	1
2cell	down	0.75	1
2cell	up	1.0	1
2cell	up	0.27	1
2cell	down	0.5	1
2cell	down	1.03	2
2cell	up	5.86	8
2cell	up	2.38	3
2cell	down	0.75	1
2cell	up	1.25	2
2cell	down	0.6	1
2cell	down	0.27	1
2cell	up	0.33	1
2cell	up	0.64	1
2cell	down	1.0	1
2cell	up	0.29	1
2cell	up	0.75	1
2cell	down	1.0	1
2cell	down	0.2	1
2cell	up	1.0	1
2cell	up	0.83	1
2cell	up	1.0	1
2cell	up	1.0	1
2cell	down	1.04	3
2cell	down	0.64	1
2cell	up	0.83	1
2cell	down	0.75	1
2cell	down	1.66	3
2cell	up	1.0	1
2cell	down	3.0	3
2cell	up	0.08	1
2cell	up	0.33	1
2cell	down	0.88	1
2cell	up	0.87	2
2cell	down	1.0	1
2cell	down	0.5	1
2cell	up	1.0	1
2cell	down	1.33	2
2cell	up	0.46	2
2cell	up	0.42	1
2cell	up	0.54	1
2cell	down	0.11	1
2cell	up	2.37	5
2cell	down	1.0	1
2cell	down	1.0	1
2cell	down	1.0	1
2cell	down	0.17	1
2cell	up	0.39	1
2cell	down	1.0	1
2cell	up	0.32	1
2cell	down	1.0	1
2cell	up	0.2	1
2cell	down	0.67	1
2cell	down	0.25	1
2cell	up	1.0	1
2cell	up	0.5	1
2cell	up	0.77	1
2cell	up	0.11	1
2cell	up	1.0	1
2cell	up	0.33	1
2cell	up	2.0	2
2cell	up	0.69	1
2cell	up	1.68	2
2cell	down	0.62	2
2cell	down	1.0	1
2cell	up	0.67	1
2cell	down	1.0	1
2cell	up	0.67	1
2cell	up	1.0	1
2cell	down	0.55	1
2cell	down	0.37	1
2cell	up	0.67	1
2cell	up	0.44	1
2cell	down	1.84	3
2cell	down	1.5	2
2cell	up	0.5	1
2cell	up	1.83	2
2cell	up	0.33	1
2cell	down	0.83	1
2cell	up	1.0	1
2cell	up	0.8	1
2cell	up	1.0	1
2cell	up	0.33	1
2cell	down	2.59	3
2cell	up	0.53	1
2cell	up	0.88	1
2cell	down	0.5	1
2cell	down	0.62	1
2cell	up	1.0	1
2cell	down	0.79	1
2cell	down	0.33	1
2cell	down	2.13	4
2cell	down	1.11	3
2cell	up	1.33	2
2cell	up	1.0	1
2cell	down	1.0	1
2cell	down	0.53	1
2cell	up	1.0	1
2cell	down	1.93	2
2cell	up	0.5	1
2cell	down	1.42	2
2cell	down	1.89	3
2cell	up	0.5	1
2cell	up	0.5	1
2cell	up	0.72	1
2cell	down	0.19	1
2cell	down	0.6	1
2cell	up	1.0	1
2cell	down	1.0	1
2cell	up	1.0	1
2cell	down	0.45	1
2cell	up	2.67	4
2cell	up	0.63	1
2cell	up	0.5	1
2cell	up	0.75	1
2cell	up	1.5	2
2cell	up	1.18	2
2cell	up	0.5	1
2cell	up	0.4	1
2cell	up	0.33	1
2cell	down	0.62	1
2cell	down	1.0	1
2cell	up	1.29	2
2cell	up	1.0	1
2cell	down	1.58	2
2cell	down	2.05	3
2cell	up	0.67	1
2cell	down	1.0	1
2cell	down	0.51	1
2cell	up	0.67	1
2cell	up	0.6	1
2cell	up	0.58	1
2cell	down	0.67	1
2cell	down	1.16	2
2cell	up	0.69	1
2cell	down	0.55	1
2cell	down	0.83	1
2cell	down	2.49	4
2cell	down	1.33	2
2cell	up	0.83	1
2cell	up	0.67	1
2cell	down	1.0	1
2cell	up	0.29	1
2cell	down	2.0	2
2cell	up	0.53	1
2cell	down	0.67	1
2cell	up	0.5	1
2cell	up	3.53	7
2cell	down	0.67	1
2cell	up	1.0	1
2cell	up	0.67	1
2cell	up	0.75	2
2cell	up	0.33	1
2cell	up	1.17	2
2cell	down	3.14	4
2cell	down	1.0	1
2cell	up	3.03	6
2cell	up	0.4	1
2cell	down	0.52	1
2cell	down	0.67	1
2cell	down	0.83	1
2cell	down	1.57	3
2cell	down	0.41	1
2cell	up	1.97	3
2cell	up	1.42	2
2cell	up	1.28	2
2cell	up	0.75	1
2cell	up	1.04	2
2cell	down	0.67	1
2cell	up	0.83	1
2cell	up	0.22	1
2cell	down	0.17	1
2cell	up	1.0	1
2cell	up	1.0	1
2cell	down	3.37	5
2cell	down	1.0	1
2cell	down	1.58	2
2cell	up	1.5	2
2cell	down	0.55	1
2cell	up	1.0	1
2cell	down	0.33	1
2cell	up	0.5	1
2cell	down	0.85	1
2cell	down	1.0	1
2cell	up	0.17	1
2cell	up	0.67	1
2cell	up	0.9	1
2cell	down	1.0	1
2cell	up	1.39	2
2cell	up	0.82	1
2cell	down	0.25	1
2cell	up	1.0	1
2cell	up	0.68	1
2cell	down	0.68	2
2cell	down	0.33	1
2cell	down	2.0	2
2cell	up	1.75	2
2cell	down	0.29	1
2cell	down	0.29	1
2cell	up	0.35	1
2cell	down	1.23	2
2cell	down	0.57	1
2cell	up	0.4	1
2cell	up	1.0	1
2cell	down	1.0	1
2cell	up	1.0	1
2cell	down	1.0	1
2cell	up	0.5	1
2cell	down	1.0	1
2cell	down	1.5	2
2cell	up	0.33	1
2cell	up	0.33	1
2cell	up	1.0	1
2cell	down	1.34	3
2cell	up	1.0	1
2cell	up	1.0	1
2cell	up	1.0	1
2cell	down	3.83	4
2cell	up	1.87	2
2cell	up	0.86	1
2cell	up	1.0	1
2cell	up	1.08	2
2cell	up	0.5	1
2cell	up	0.62	1
2cell	down	0.52	1
2cell	up	0.38	1
2cell	down	7.62	8
2cell	up	0.3	1
2cell	down	3.98	5
2cell	down	0.33	1
2cell	up	0.75	1
2cell	down	0.46	1
2cell	up	0.86	1
2cell	up	0.31	1
2cell	down	0.77	2
2cell	down	0.86	1
2cell	down	1.5	2
2cell	down	1.0	1
2cell	down	1.67	2
2cell	down	0.38	1
2cell	up	1.15	2
2cell	up	1.14	2
2cell	up	0.52	1
2cell	up	0.65	2
2cell	down	0.58	1
2cell	down	1.41	3
2cell	up	0.4	1
2cell	up	0.07	1
2cell	down	1.0	1
2cell	up	0.52	1
2cell	down	0.23	1
2cell	up	0.14	1
2cell	up	1.25	2
2cell	down	0.83	1
2cell	down	1.28	2
2cell	up	0.56	1
2cell	up	0.42	1
2cell	down	0.5	1
2cell	down	0.38	1
2cell	up	1.38	2
2cell	down	1.0	1
2cell	down	1.0	1
2cell	up	1.83	2
2cell	up	0.75	1
2cell	up	1.0	1
2cell	up	0.67	1
2cell	down	0.29	1
2cell	down	1.92	3
2cell	down	0.67	1
2cell	up	2.9	5
2cell	down	0.5	1
2cell	up	1.22	2
2cell	down	0.2	1
2cell	up	0.81	1
2cell	down	0.5	1
2cell	up	2.0	2
2cell	up	1.0	1
2cell	down	0.73	1
2cell	up	1.34	3
2cell	down	2.0	2
2cell	up	1.0	1
2cell	down	0.5	1
2cell	up	0.67	1
2cell	up	1.0	1
2cell	up	0.33	1
2cell	up	0.9	1
2cell	up	0.88	1
2cell	down	1.16	2
2cell	up	0.76	1
2cell	down	1.0	1
2cell	up	0.82	1
2cell	down	2.0	2
2cell	down	1.67	2
2cell	up	0.67	1
2cell	down	1.0	1
2cell	up	1.67	2
